,id,overview,genres,Action,Comedy,Drama,Thriller,Romance
3302,20529, movie  sita  hindu goddess  epic  ramayana  accompany lord rama  year exile  forest sita  abduct  ravana  ruler  lanka  movie tell  story  rama  sita along  biographical account  director relationship  husband  intersperse event  ramayana light hearte  knowledgeable discussion  historical background  trio  indian shadow puppet musical interlude voice  archival track  annette hanshaw  scene  artist  life  ancient mythological  modern biographical plot  parallel tale share numerous theme,Animation|Drama|Music|Romance,0,0,1,0,1
4517,104755, city  salem massachusetts  visit  coven  ancient witch,Horror|Thriller,0,0,0,1,0
10276,9702,base  true life experience  poet jimmy santiago baca  film focus  half brother paco  cruz  bi racial cousin miklo  open  member  east l  gang know  vatos loco  story focus  violent crime  influence  narcotic alter  live miklo  incarcerate  send  san quentin  make  home  cruz become  exceptional artist  heroin addiction overcome  tragic result paco become  cop  enemy  carnal miklo,Action|Crime|Drama|Thriller,1,0,1,1,0
3292,53214, find love sometimes  need  sign,Romance,0,0,0,0,1
1403,22881,oversized african american michael oher  teen  track  break home  nowhere  sleep  age  take  affluent memphis couple michael embark  remarkable rise  play  nfl,Drama,0,0,1,0,0
1382,33665, actress suffer  emotional uproar  personal life  fan die try  see she,Drama,0,0,1,0,0
6928,12713, magistrate investigate  corporate executive,Drama,0,0,1,0,0
5671,183011, time travel allow  past wrong  right  flash  family  ripple  event prove disastrous  fractured alternate reality  exist  justice league never form  even superman  nowhere  find team  gritty  violent dark knight  cyborg flash race  restore  continuity  original timeline  new world  ravage  fierce war  wonder woman amazon  aquaman  atlantean,Fantasy|Science Fiction|Animation|Action|Adventure,1,0,0,0,0
1638,32678, loan shark give ex con nick  period  hour  order  pay back  money  owe  nick involve  good mate  multi part mission  order  raise  cash  late  both,Action|Crime|Drama|Thriller,1,0,1,1,0
10646,28498, shakespearean actor take poetic revenge  critic  deny  recognition,Comedy|Horror,0,1,0,0,0
6907,16237,americas coolest hero  teen titan go  tokyo  track  mysterious japanese criminal brushogun,Action|Adventure|Animation|Family|Science Fiction,1,0,0,0,0
8591,12656,sam claytons vincent donofrio marriage  ex stripper freddie cameron diaz come  strong armed  match  red delroy lindo  club proprietor  favor  freddie fall  love  jiaks keanu reeve sams brother  pair try  escape  situation together  long  sam  red catch  result  threat  although tension  start  build  sam  red,Action|Comedy|Drama|Thriller,1,1,1,1,0
6406,10707,base  true childhood experience  noah baumbach  brother  squid  whale tell  touching story  young boy deal  parent divorce  brooklyn  s,Comedy|Drama,0,1,1,0,0
1179,262340, moore street market trader agne brown find  livelihood  threat  ruthless developer  family embark  campaign  save  stall aid  brown  motley troop  blind trainee ninjas  alcoholic solicitor  barrister  tourette syndrome,Comedy,0,1,0,0,0
5448,138832, veteran pot dealer create  fake family  part  plan  move  huge shipment  weed  mexico,Comedy|Crime,0,1,0,0,0
5078,11615, man  capital punishment  accuse  murder  fellow activist  send  death row,Drama|Thriller|Crime,0,0,1,1,0
8648,32308,jack cooper matt leblanc could  world class baseball pitcher  keep buckle  pressure  try  keep  spirit  he s trade  minor league team  lose  hope  discover  ed  teammate  chimp ed use  team mascot  promote  third base  owner realize  talent  baseball  jack struggles  get use  new surrounding ed helps  regain  confidence  field,Comedy|Family,0,1,0,0,0
5175,11194, documentary base  book  name  joe simpson  simpson  simon yate disastrous  near fatal attempt  climb  siula grande  cordillera huayhuash  peruvian ande in,Documentary|Action|Adventure,1,0,0,0,0
689,232672, bad blind date  man  woman find  stuck together  resort  family  attraction grow  respective kid benefit  burgeon relationship,Comedy,0,1,0,0,0
9635,13446, rest actor live  squalid camden flat  living  diet  booze  pill  take  trip  country house belong  withnail  uncle  rejuvenate face  bad weather altercation  local  unexpected arrival  advance  uncle monty  pair wit  friendship  test set  year  hippy dream  many young englishman go sour  bruce robinson withnail  endure british cult withnail  play  emaciate  defiantly effete richard e grant  e marwood  paul mcgann  work actor live  desperate penury  rancid london flat  live  continual struggle  keep warm alive  marwood case sane  pub open  sojourn  country cottage  withnail uncle monty  redouble  privation,Drama|Comedy,0,1,1,0,0
6525,3527,howard spence  see well day  big western movie star  drown  disgust  selfish  fail life  alcohol drug  young woman  die  nobody would  would  tear  sad truth  day howard learn  might  child somewhere  there,Drama|Music,0,0,1,0,0
10672,26617, drop  upper class america picks  work along  way  oil rig  life  spend  squalid succession  bar motel  point  interest,Drama,0,0,1,0,0
6488,14597, family  financial crisis  force  sell lassie  beloved dog hundred  mile away  true family lassie escape  set  journey home,Adventure|Drama|Family,0,0,1,0,0
7154,17209, young psychiatric intern unearth secret  mental health facility  work,Horror|Thriller,0,0,0,1,0
9487,12710, small town  jupiter hollow  set  identical twin  bear  hospital  night  set  poor local family  rich family  pass  dizzy nurse  duty accidentally mix  twin unbeknown  parent  story flash forward  mismatch set  twin  cross path,Comedy,0,1,0,0,0
6610,3683, marines  navy corpsman photograph raise  flag  mt suribachi  joe rosenthal  february  story  survive servicemen  john doc bradley pvt rene gagnon  pvt ira hayes  fight  battle  take iwo jima  japanese,War|Drama|History,0,0,1,0,0
9319,8367, dastardly sheriff  nottingham murder robins father  legendary archer vow vengeance  accomplish  mission robin join force  band  exile villager  comely maid marian  together  battle  end  evil sheriff reign  terror,Adventure|Drama|Action|Romance,1,0,1,0,1
4349,41387, giant dinosaur skull  steal  head  chinese secret police decide  assign  case  force  incompetent reject  rural butcher  stand around  day drink martini shake  stir  trunkload  insanely useless gadget  contact  constantly try  kill  young agent must locate  skull  find  go  here,Action|Comedy,1,1,0,0,0
1884,26191, widow metro conductor approach retirement live  beautiful grown daughter  object  neighbor  romantic interest  man  former girlfriend  live  building  play  role  closely knit live  shot  rum consider  mysterious complexity  surround evolve relationship whether romantic  parental,Drama|Foreign,0,0,1,0,0
9399,26561, lovely  adaptation  elizabeth von arnims novel  superb cast  tone  mellow  feel  pulse get slow josie lawrence  miranda richardson play  pair  unhappily marry woman  rent  italian villa  month share  rent  crusty englishwoman joan plowright  lonely aristocrat polly walker sun rest sink  green grass  long nap  soulful effect  quartet  man  live  make  surprise visit mike newell  west direct  seem effortlessness  impossible  sway  promise  restoration  burden character  anyone alive wonderful performance  around include  particularly sensitive  alfred molina  funny  jim broadbent,Drama|Foreign|Romance,0,0,1,0,1
2494,11001,mile logan  jewel thief  hit  big time  steal  huge diamond  year  jail  come  find  hide  diamond  police building  build  time  robbery  attempt  regain  diamond  pose  lapd detective,Thriller|Action|Comedy|Crime,1,1,0,1,0
5947,300302, james francos turn  step  celebrity hot seat  late installment  comedy central roast,Comedy,0,1,0,0,0
3036,12797,dentist bertram pincus  man whose people skill leave much  desire  pincus die unexpectedly  miraculously revive  minute  wake  discover  annoying ability  see ghost,Comedy|Fantasy|Romance,0,1,0,0,1
5777,137563, bad brain  sex pistol  even  ramone  death form  early  teenage brother  detroit death  credit  first black punk band  hackney brothers david bobby  dannis  consider pioneer  field  recently  dusty  demo tape make  way  bobby  attic nearly  year  death  heyday  anyone outside  small group  punk enthusiast  even hear  they,Documentary|Music,0,0,0,0,0
845,245916, reporter become  target  vicious smear campaign  drive  point  suicide  expose  cia role  arm contra rebel  nicaragua  import cocaine  california base  true story  journalist gary webb,Thriller|Crime|Drama|Mystery,0,0,1,1,0
8734,7450, young man find  hold  key  restore hope  insure survival  human race  alien specie call  dredge  bent  mankind destruction,Animation|Action|Science Fiction|Family|Adventure,1,0,0,0,0
7967,9507, near future  police officer specialize  malfunction robot  robot turn  program  kill  begin  uncover  homicidal plot  create killer robot  son become  target,Thriller|Crime|Science Fiction,0,0,0,1,0
9222,24739, year  search harry edwards  finally meet  girl  dream unfortunately  even  chance  go  first date harry intercept  chill news  wwiii  begin  nuclear missile  destroy los angeles  less  hour,Science Fiction|Thriller,0,0,0,1,0
7340,17169,philo take part  bare knuckle fight  make  money  earn  car repair business  decide  retire  fight  mafia come along  arrange another fight  push  motorcycle gang  orangutan call clyde  add  fun,Action|Adventure|Comedy,1,1,0,0,0
9798,29845,mabel  mother  wife  brink  insanity  blue collar husband nick attempt  understand  plight,Drama,0,0,1,0,0
9016,4518, film detail  ascension  throne  early reign  queen elizabeth  first  play  cate blanchett  main focus  endless attempt  council  marry  catholic hatred  romance  lord robert dudley,Drama|History,0,0,1,0,0
7137,12902,scooby doo shaggy  mystery inc crew travel  scotland  vacation  find  unexpectedly tackle  big monstrosity ever  loch ness monster  really exist early evidence suggest  scary yes  something gigantic appear outside  window  daphne ancestral family castle  scooby doo  crew solve  history long running mystery,Animation|Family|Comedy,0,1,0,0,0
2964,5038, girlfriend  summer holiday  spain become enamored  painter unaware  ex wife  tempestuous relationship  enter  picture,Drama|Romance,0,0,1,0,1
2529,10402,deuce bigalow  less  attractive  luck aquarium clean  day  wreck  house  gigolo  need quick money  repair  way  make  become  gigolo  take  unusual mix  female client  encounter  couple  problem though  fall  love  unusual client  sleazy police officer  hot  trail,Comedy,0,1,0,0,0
5772,157841, year old cartographer secretly leave  family ranch  montana  live  cowboy father  scientist mother  travel  country  board  freight train  receive  award  smithsonian institute,Adventure|Drama|Family,0,0,1,0,0
1048,276488,rachel  rookie cop  begin  first night shift  neglect police station  scottish backwater town  kind  place  tide  gone  strand  motley bunch  aimless  forget  bitter  twist  think  really  deserve  somewhere else  think  accident  little luck life  go  get well wrong  count  arrive  hell  break loose,Horror,0,0,0,0,0
7045,11633, utopian society create  end  third world war  female warrior  pluck  badland begin  see crack  new facade  community  plan  rest  humankind,Animation|Action|Science Fiction,1,0,0,0,0
1960,38055,bumble supervillain megamind finally defeat  nemesis  superhero metro man  without  hero  lose  purpose  must find new meaning  life,Animation|Action|Comedy|Family|Science Fiction,1,1,0,0,0
